98.0,0.0,0.0
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.640911378892479344e-02,3.387272534451192188e-05
2.000000000000000111e-01,1.035924196149218823e-01,2.419044920599556408e-04
2.999999999999999889e-01,1.713102597378453051e-01,3.343983902140978699e-04
4.000000000000000222e-01,2.286016187957026768e-01,1.481363850426010292e-03
5.000000000000000000e-01,2.734045964316504929e-01,5.732148073454602054e-03
5.999999999999999778e-01,3.069737143684791447e-01,1.329681762167493619e-02
6.999999999999999556e-01,3.288756737133127772e-01,2.366738952616381439e-02
8.000000000000000444e-01,3.383491381737132042e-01,3.569163470558283507e-02
9.000000000000000222e-01,3.370797126853052328e-01,4.782845945665518267e-02
1.000000000000000000e+00,3.310499058448762577e-01,5.795335998196694816e-02
1.100000000000000089e+00,3.276967892771496249e-01,6.313031239343355749e-02
1.199999999999999956e+00,3.273262666519080599e-01,6.293396880030482921e-02
1.300000000000000044e+00,3.220162651285485289e-01,6.173711390885839451e-02
1.399999999999999911e+00,3.071496513875097145e-01,6.241256902815478513e-02
1.500000000000000000e+00,2.867883299405683539e-01,6.429019274387867688e-02
1.600000000000000089e+00,2.721547297921479425e-01,6.323743280330142158e-02
1.699999999999999956e+00,2.700235307233616044e-01,5.631500599869469076e-02
1.800000000000000044e+00,2.705747666757287173e-01,4.824776296581165941e-02
1.899999999999999911e+00,2.631734504158497190e-01,4.282375915984496656e-02
2.000000000000000000e+00,2.477091604959110738e-01,4.075961012162857000e-02
2.100000000000000089e+00,2.349206909100010066e-01,3.870851122867120103e-02
2.200000000000000178e+00,2.359321482891453547e-01,3.269851167353390181e-02
2.299999999999999822e+00,2.431267470069580217e-01,2.639945512277720036e-02
2.399999999999999911e+00,2.436442741722987526e-01,2.508695399178856658e-02
2.500000000000000000e+00,2.351523161956380337e-01,2.948480932412319427e-02
2.600000000000000089e+00,2.277013826740742763e-01,3.502859136800701850e-02
2.700000000000000178e+00,2.348910646056598106e-01,3.684579970821882933e-02
2.799999999999999822e+00,2.517691241761446652e-01,3.648463308948866196e-02
2.899999999999999911e+00,2.642282227944711681e-01,3.860156478107276690e-02
3.000000000000000000e+00,2.670531046655145735e-01,4.426721575499174832e-02
3.100000000000000089e+00,2.662264224423713799e-01,5.045227803857770671e-02
3.200000000000000178e+00,2.731598824983046958e-01,5.232951643009651349e-02
3.299999999999999822e+00,2.875245711903356427e-01,5.006135905157350213e-02
3.399999999999999911e+00,2.984050718617994313e-01,4.842639872948119317e-02
3.500000000000000000e+00,2.998643583255904410e-01,5.018557862298955036e-02
3.600000000000000089e+00,2.952309258485235066e-01,5.470250806918344755e-02
3.700000000000000178e+00,2.946074119521083223e-01,5.848492859646040737e-02
3.799999999999999822e+00,3.026988349776723042e-01,5.902796572289722987e-02
3.899999999999999911e+00,3.109133913977241703e-01,5.890825222109471321e-02
4.000000000000000000e+00,3.108509560278924777e-01,6.059100517992915824e-02
4.099999999999999645e+00,3.028546466933603187e-01,6.393811280862927993e-02
4.200000000000000178e+00,2.957995786591579579e-01,6.589360937419086461e-02
4.299999999999999822e+00,2.982576770024076285e-01,6.271637823736700423e-02
4.400000000000000355e+00,3.044684342478627403e-01,5.720284809299577833e-02
4.500000000000000000e+00,3.041818531195122355e-01,5.314384052790042251e-02
4.599999999999999645e+00,2.948979488650337322e-01,5.173170400081344988e-02
4.700000000000000178e+00,2.838379009512664308e-01,5.137898986847055927e-02
4.799999999999999822e+00,2.820682251640588278e-01,4.890872454738325048e-02
4.900000000000000355e+00,2.883168834497968347e-01,4.508184396525591331e-02
5.000000000000000000e+00,2.909995179047227820e-01,4.328487416112512115e-02
5.099999999999999645e+00,2.844930009869793830e-01,4.473362239982396626e-02
5.200000000000000178e+00,2.736554483344350586e-01,4.789329567578378549e-02
5.299999999999999822e+00,2.703244259900797752e-01,4.914352858612390518e-02
5.400000000000000355e+00,2.776114977111801552e-01,4.749879411348380265e-02
5.500000000000000000e+00,2.842663309351028400e-01,4.637966746993745643e-02
5.599999999999999645e+00,2.821085775057967093e-01,4.810277540824712400e-02
5.700000000000000178e+00,2.735413415338584509e-01,5.227012158356138943e-02
5.799999999999999822e+00,2.699276932133751195e-01,5.596756000114852525e-02
5.900000000000000355e+00,2.783212043245886225e-01,5.629647685736088869e-02
6.000000000000000000e+00,2.890318509668145519e-01,5.580120004816064433e-02
6.099999999999999645e+00,2.920619456321983942e-01,5.702007293996685239e-02
6.200000000000000178e+00,2.873229974024391065e-01,6.023533906887038047e-02
6.299999999999999822e+00,2.845279855883812714e-01,6.337761222513769999e-02
6.400000000000000355e+00,2.929519468249602299e-01,6.346838276502902998e-02
6.500000000000000000e+00,3.063824084167914852e-01,6.211696958594110224e-02
6.599999999999999645e+00,3.138969696271493026e-01,6.207844332334574999e-02
6.700000000000000178e+00,3.124211790293761615e-01,6.411284403038999824e-02
6.799999999999999822e+00,3.084173420343606642e-01,6.671061546638809570e-02
6.900000000000000355e+00,3.118638823483047551e-01,6.659901582148423926e-02
7.000000000000000000e+00,3.214913659548775393e-01,6.415275948636622871e-02
7.099999999999999645e+00,3.271038846931749178e-01,6.247874073340441148e-02
7.200000000000000178e+00,3.235195985794894757e-01,6.281227163540153979e-02
7.299999999999999822e+00,3.146036088835872380e-01,6.431147887679398989e-02
7.400000000000000355e+00,3.104293700839912407e-01,6.432749682756025433e-02
7.500000000000000000e+00,3.144912228563951917e-01,6.198930367273824266e-02
7.599999999999999645e+00,3.176760931577202185e-01,6.027715081415283005e-02
7.700000000000000178e+00,3.123784012568401325e-01,6.092828954723947255e-02
7.799999999999999822e+00,3.003390306012170274e-01,6.343236988494699302e-02
7.900000000000000355e+00,2.919569321508344029e-01,6.509010917869710589e-02
8.000000000000000000e+00,2.953660566284050382e-01,6.357326959749623474e-02
8.099999999999999645e+00,3.024793348358829070e-01,6.156645772178374193e-02
8.199999999999999289e+00,3.026593266871380195e-01,6.154480258031771317e-02
